Reason(s)
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
"Flame Failure . Further, the unit outage is converted into Overhauling . "
Reserve Shutdown (Non availability of domestic gas & NIL requisition by Beneficiaries in RLNG/Liquid and Spot Gas).
Reserve Shutdown (Non availability of domestic gas & NIL requisition by Beneficiaries in RLNG/Liquid and Spot Gas).
Reserve Shutdown (Non availability of domestic gas & NIL requisition by Beneficiaries in RLNG/Liquid and Spot Gas).
 Reserve Shutdown (Non availability of domestic gas & NIL requisition by Beneficiaries in RLNG/Liquid and Spot Gas).
Reserve Shutdown (Non availability of domestic gas & NIL requisition by Beneficiaries in RLNG/Liquid and Spot Gas).
 Fuel shortage
 Fuel shortage
 Fuel shortage
 Fuel shortage
Fuel Shortage 
 Fuel shortage 
 Fuel shortage 
Fuel Shortage 
Fuel Shortage 
Fuel Shortage 
Fuel Shortage 
Fuel Shortage 
Fuel Shortage 
Fuel Shortage 
Fuel Shortage 
Fuel Shortage 
Fuel Shortage 
Fuel Shortage 
Fuel Shortage 
 Fuel shortage 
Reserve Shutdown (Non availability of domestic gas & NIL requisition by Beneficiaries in RLNG/Liquid and Spot Gas).
 Fuel Shortage
 Fuel Shortage
Fuel Shortage 
Fuel Shortage 
Fuel Shortage 
 Fuel Shortage
 Fuel Shortage
Over hauling 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
 Reserve shutdown
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
 Fuel shortage (now RSD)
Reserve Shutdown 
 Fuel shortage (now RSD)
 Fuel shortage (now RSD)
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
 Reserve shutdown
 Reserve shutdown
Fuel Shortage 
Fuel Shortage 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown RSD
Reserve Shutdown RSD
Reserve Shutdown 
Reserve Shutdown 
 Reserve Shutdown
 Reserve Shutdown
 Reserve Shutdown
 Reserve Shutdown
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
 Reserve shutdown
 Reserve shutdown
 Reserve shutdown
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
 Reserve Shutdown
 Reserve Shutdown
 Reserve Shutdown
 Reserve Shutdown
 Reserve Shutdown
 Reserve Shutdown
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown . No RRAS support.
Reserve Shutdown . No RRAS support.
Reserve Shutdown . No RRAS support.
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown Reserved Shut Down
Reserve Shutdown Reserved Shut Down
Reserve Shutdown Reserved Shut Down
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown Reserved Shut Down
Reserve Shutdown Reserved Shut Down
Reserve Shutdown Reserved Shut Down
Reserve Shutdown Reserved Shut Down
Reserve Shutdown Reserved Shut Down
Reserve Shutdown Reserved Shut Down
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve shutdown 
Reserve shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
 Reserve Shutdown
 Reserve Shutdown
 Reserve Shutdown
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown LOW DEMAND
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown As per NRLDC
Reserve Shutdown As per NRLDC
Reserve Shutdown As per NRLDC
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown .
Reserve Shutdown .
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve shutdown 
Reserve shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
 Reserve shutdown.
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
 Reserve Shutdown
 Reserve Shutdown
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown Under overhauling w.e.f 09:00 hrs of 27.01.23
Reserve Shutdown 
 Tripped on High Bearing Vibration. RSD since 20:30hrs on12.02.2023
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserved Shut Down 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
" CW BAND SCREEN CHOCKWD , ALL CW PPS TRIPPED"
Reserve shut down  
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
 Reserve Shutdown
Reserve Shutdown 
Reserve Shutdown 
 Reserve shutdown
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
 Reserve Shutdown.
Reserve Shutdown as per NLDC
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
 Reserve Shutdown
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown As per NRLDC
Reserve Shutdown As per NRLDC
Reserve Shutdown As per NRLDC
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown 
Reserve Shutdown As per NRLDC
Reserve Shutdown As per NRLDC
Reserve Shutdown As per NRLDC
Reserve Shutdown As per NRLDC mail for plant shutdown.
Reserve Shutdown As per NRLDC mail for plant shutdown.
Reserve Shutdown As per NRLDC mail for plant shutdown.
